,loan_status
5483,default
6631,fully_paid
20047,default
8673,default
26085,fully_paid
25451,default
7838,fully_paid
20386,default
17438,fully_paid
22834,fully_paid
22974,fully_paid
17210,fully_paid
19061,fully_paid
3784,default
22527,default
9071,fully_paid
697,fully_paid
16820,default
15641,default
15876,default
9859,default
10463,default
14188,fully_paid
1743,fully_paid
5785,fully_paid
9237,default
11501,fully_paid
8752,default
20497,fully_paid
7837,fully_paid
5616,fully_paid
12133,fully_paid
3244,fully_paid
23996,default
24967,fully_paid
18600,fully_paid
21772,default
8317,fully_paid
18728,default
19193,default
24906,default
3261,default
4661,fully_paid
12090,default
21649,default
26349,fully_paid
16112,default
2325,fully_paid
24106,default
10588,default
4871,fully_paid
14720,fully_paid
13133,fully_paid
17147,default
13350,default
9637,fully_paid
2457,fully_paid
25895,default
3437,default
2218,fully_paid
18022,default
6658,default
892,default
20020,fully_paid
21828,fully_paid
6430,default
8736,default
22871,default
9393,fully_paid
22137,default
12315,fully_paid
17690,default
9487,fully_paid
18042,fully_paid
13227,default
7079,fully_paid
25239,default
13621,fully_paid
20506,fully_paid
22953,default
14593,fully_paid
20542,default
22476,default
24826,default
21013,default
2126,default
21262,default
25817,fully_paid
25078,fully_paid
5039,default
19334,fully_paid
19811,fully_paid
23441,default
7605,fully_paid
15180,fully_paid
15266,default
20565,default
21750,default
9770,fully_paid
15708,fully_paid
14859,default
13866,fully_paid
5875,default
6869,fully_paid
25985,fully_paid
20295,default
24150,default
18289,default
13245,fully_paid
41,default
2847,default
183,fully_paid
16839,default
4911,fully_paid
25640,fully_paid
1922,default
13256,default
23929,fully_paid
6121,default
456,fully_paid
17620,default
25363,fully_paid
10319,fully_paid
12045,fully_paid
16096,fully_paid
4590,fully_paid
6010,fully_paid
10126,fully_paid
252,default
16821,fully_paid
3593,default
18838,default
8754,default
15738,fully_paid
25248,fully_paid
23721,fully_paid
15135,fully_paid
17185,default
12261,default
21057,fully_paid
1533,fully_paid
15199,fully_paid
23035,default
9257,default
11911,fully_paid
7705,default
16356,default
9755,fully_paid
16167,fully_paid
9835,default
8175,fully_paid
24945,fully_paid
4513,fully_paid
17697,default
23977,fully_paid
14794,fully_paid
21796,default
2634,fully_paid
15827,fully_paid
20935,fully_paid
17861,default
16909,fully_paid
7568,default
11618,default
4183,default
23589,fully_paid
18246,default
7365,default
7655,fully_paid
10113,default
20525,fully_paid
8403,default
11107,fully_paid
19023,fully_paid
1308,default
4344,default
7123,fully_paid
17339,default
7335,default
22103,fully_paid
1724,default
401,fully_paid
22699,default
22711,fully_paid
16802,default
4227,default
21945,fully_paid
13419,fully_paid
18598,default
10552,fully_paid
5402,fully_paid
10628,default
14614,default
9006,fully_paid
17831,default
8717,default
7888,fully_paid
7444,fully_paid
14295,fully_paid
17427,default
19850,fully_paid
25857,default
25996,default
15783,fully_paid
24456,fully_paid
22246,fully_paid
21717,default
24297,default
9916,fully_paid
15381,default
14129,fully_paid
18191,default
318,default
12233,default
2017,fully_paid
7389,default
18954,default
15134,fully_paid
48,default
24717,fully_paid
531,default
16594,default
23740,fully_paid
15389,fully_paid
12661,default
11771,default
11497,fully_paid
12603,default
3863,default
15454,default
21655,default
16028,fully_paid
20621,default
3250,default
12441,default
22386,fully_paid
26319,fully_paid
24504,default
25470,fully_paid
20933,fully_paid
8190,fully_paid
12905,default
21242,default
6461,fully_paid
22370,fully_paid
26008,fully_paid
22600,default
1519,fully_paid
23241,default
2706,default
23062,fully_paid
18156,fully_paid
9481,fully_paid
22793,default
8267,fully_paid
2403,fully_paid
20651,default
17336,default
3528,fully_paid
4230,default
22813,default
23978,fully_paid
2343,fully_paid
19634,fully_paid
17728,fully_paid
6117,fully_paid
3735,default
26233,default
13489,default
6418,fully_paid
11591,default
2260,default
12258,fully_paid
14569,fully_paid
15989,default
25427,fully_paid
8976,fully_paid
5973,default
5794,fully_paid
12372,fully_paid
20885,default
3920,default
21963,fully_paid
11082,default
16269,default
9239,fully_paid
22910,fully_paid
19665,default
11780,default
12552,fully_paid
26225,default
19021,default
25763,default
8867,fully_paid
5784,fully_paid
24882,fully_paid
17356,fully_paid
23615,default
18126,fully_paid
13110,fully_paid
6674,default
17297,default
10221,fully_paid
22044,default
7922,fully_paid
18810,default
7087,default
22896,fully_paid
15138,default
22143,default
12137,default
24369,default
10092,default
1115,default
14756,default
12469,default
12886,fully_paid
15637,fully_paid
3434,fully_paid
17978,fully_paid
18254,fully_paid
20787,fully_paid
3825,fully_paid
20106,default
2442,fully_paid
17744,default
25377,default
403,fully_paid
3026,default
20751,fully_paid
18680,fully_paid
13241,fully_paid
19619,default
685,default
12089,default
15024,default
17134,fully_paid
10122,fully_paid
18424,default
24102,fully_paid
1819,fully_paid
19481,fully_paid
17207,fully_paid
20912,fully_paid
25495,fully_paid
6649,default
2133,fully_paid
20157,default
10905,fully_paid
13547,fully_paid
2217,fully_paid
6362,fully_paid
19447,default
10072,fully_paid
8360,default
9621,fully_paid
22819,default
15213,fully_paid
6584,default
7808,default
22858,fully_paid
6444,fully_paid
3591,default
11819,default
17686,default
11579,fully_paid
17516,default
21657,fully_paid
24861,default
23976,default
22791,fully_paid
17399,fully_paid
11939,fully_paid
12030,fully_paid
12260,fully_paid
23360,fully_paid
11028,fully_paid
24357,fully_paid
23143,fully_paid
20158,fully_paid
21641,fully_paid
4106,default
3822,default
10102,default
17868,default
22809,fully_paid
7860,default
9250,fully_paid
23585,default
24451,default
17192,default
18489,default
17447,default
638,default
13989,fully_paid
17522,default
21734,default
15418,fully_paid
1210,fully_paid
21325,fully_paid
11703,fully_paid
21164,fully_paid
9162,fully_paid
17074,default
12253,fully_paid
13711,fully_paid
23288,fully_paid
13223,default
16584,default
23163,fully_paid
20594,default
279,default
25029,default
17483,default
24799,fully_paid
6171,fully_paid
6918,fully_paid
14623,fully_paid
5307,fully_paid
1167,fully_paid
13310,fully_paid
3197,fully_paid
7779,fully_paid
22236,default
13836,default
20541,fully_paid
8450,fully_paid
17564,default
22789,default
21600,fully_paid
5046,default
7856,fully_paid
23024,fully_paid
3625,fully_paid
8219,default
20791,default
19241,fully_paid
18447,fully_paid
25269,default
25721,default
23750,default
6116,fully_paid
16380,default
16094,fully_paid
11424,default
20403,default
6734,fully_paid
8890,fully_paid
18699,fully_paid
16866,default
26208,default
25125,fully_paid
10969,default
12529,fully_paid
8953,default
23077,fully_paid
3464,fully_paid
1929,fully_paid
22348,fully_paid
21584,default
10572,default
1275,fully_paid
11961,fully_paid
25569,default
3925,default
18981,default
22225,default
7448,fully_paid
4341,fully_paid
4274,default
15868,fully_paid
1655,fully_paid
23780,fully_paid
1042,default
20570,default
4309,default
1766,fully_paid
38,default
14229,default
12839,default
23588,default
8970,default
3585,fully_paid
3,fully_paid
2264,default
21838,default
22932,default
22525,default
4838,fully_paid
13105,default
20134,default
7371,fully_paid
13115,fully_paid
15087,fully_paid
4059,fully_paid
23887,fully_paid
8110,default
16061,default
11871,fully_paid
14698,fully_paid
11617,default
24022,default
22924,default
5584,fully_paid
18193,fully_paid
17177,default
15509,fully_paid
15351,default
17894,fully_paid
8221,fully_paid
7757,default
11329,default
3491,fully_paid
9459,fully_paid
1398,fully_paid
24881,default
818,default
19806,default
816,default
6260,fully_paid
7011,fully_paid
11676,default
15321,default
1701,default
1123,fully_paid
1186,default
13486,fully_paid
11615,fully_paid
11608,fully_paid
12444,default
11689,default
20667,fully_paid
1476,default
474,fully_paid
20851,fully_paid
17951,default
25347,fully_paid
19674,default
1999,fully_paid
6882,fully_paid
14101,fully_paid
2530,default
2075,default
18550,default
19600,fully_paid
745,default
8405,fully_paid
10486,fully_paid
6329,default
19489,fully_paid
18678,fully_paid
20078,fully_paid
6107,default
19135,fully_paid
3266,default
6099,fully_paid
19823,fully_paid
1923,fully_paid
10775,fully_paid
17314,fully_paid
20333,default
8903,fully_paid
11569,fully_paid
18552,default
10547,fully_paid
19155,default
20727,fully_paid
6499,fully_paid
11010,default
16428,fully_paid
24251,fully_paid
9969,fully_paid
13042,default
11048,fully_paid
14270,fully_paid
18937,fully_paid
22470,default
23428,default
8543,fully_paid
13878,default
24410,default
9963,default
6633,default
2193,fully_paid
19706,default
19277,fully_paid
21701,fully_paid
2943,fully_paid
20944,default
12147,fully_paid
20171,fully_paid
23960,fully_paid
15724,default
3046,fully_paid
13075,default
2941,fully_paid
10347,fully_paid
1965,fully_paid
4618,default
18370,default
9935,fully_paid
3662,default
19332,fully_paid
2241,fully_paid
16381,default
5362,fully_paid
25084,default
24248,default
3637,default
15903,default
3702,default
26080,fully_paid
25018,fully_paid
13623,default
10125,default
12810,fully_paid
8731,fully_paid
10434,default
7823,fully_paid
1260,fully_paid
13917,fully_paid
19315,default
18214,default
6338,default
6149,fully_paid
515,fully_paid
20032,default
20151,fully_paid
13899,default
10446,fully_paid
23173,default
6849,fully_paid
21420,fully_paid
14562,default
91,default
9211,default
602,fully_paid
7834,fully_paid
2919,default
11007,default
24780,default
16870,fully_paid
19400,fully_paid
10460,fully_paid
14712,default
6093,fully_paid
11477,default
11095,fully_paid
12784,default
12774,default
16535,fully_paid
14138,default
22442,default
17919,default
13746,default
1023,default
3982,fully_paid
13180,default
24603,default
6537,fully_paid
793,fully_paid
1073,default
7686,fully_paid
10057,default
14165,fully_paid
1003,default
10186,fully_paid
15874,default
16602,fully_paid
4466,default
8521,fully_paid
12307,default
12124,fully_paid
4491,default
1396,fully_paid
24968,fully_paid
25389,default
15841,default
19727,fully_paid
14881,fully_paid
24050,fully_paid
22554,fully_paid
26084,fully_paid
8444,fully_paid
4012,fully_paid
20649,default
12752,fully_paid
24155,fully_paid
19189,fully_paid
2139,default
12037,fully_paid
19523,default
14563,fully_paid
6860,fully_paid
23001,default
5715,fully_paid
5336,default
17375,fully_paid
23709,default
15220,fully_paid
12974,default
11762,fully_paid
12635,default
10687,fully_paid
18217,default
21931,fully_paid
13324,fully_paid
24583,fully_paid
19886,default
340,fully_paid
11997,default
26036,default
13156,default
8129,default
14615,default
11141,default
9720,default
23543,fully_paid
4585,fully_paid
15915,fully_paid
24769,default
17135,fully_paid
22448,fully_paid
426,fully_paid
8445,default
60,default
7104,default
10893,fully_paid
23219,fully_paid
10306,fully_paid
17298,default
7734,default
13844,fully_paid
19152,default
4102,fully_paid
6840,fully_paid
21017,default
6701,fully_paid
15239,default
23498,fully_paid
23969,default
22592,default
16939,fully_paid
1434,fully_paid
1865,default
2749,default
4987,default
10805,default
4095,default
6424,default
6994,default
21795,fully_paid
13125,default
18675,fully_paid
20951,fully_paid
21285,default
16995,fully_paid
23230,default
19842,fully_paid
4931,default
20381,default
19915,default
18120,fully_paid
5895,default
17689,default
14678,fully_paid
17498,default
13011,default
13723,default
23645,fully_paid
15448,fully_paid
18991,default
20266,default
7580,fully_paid
19583,default
3492,fully_paid
10205,default
21554,default
15571,fully_paid
23179,default
11233,fully_paid
17903,default
22827,fully_paid
8170,default
25523,default
7101,fully_paid
9203,default
3000,fully_paid
3577,fully_paid
20914,fully_paid
3299,fully_paid
17722,fully_paid
154,fully_paid
17779,fully_paid
11908,default
12806,fully_paid
8216,default
5017,fully_paid
9628,default
16333,fully_paid
19838,fully_paid
5653,fully_paid
12834,fully_paid
4576,default
3724,fully_paid
10814,fully_paid
799,default
16481,default
25659,default
11922,fully_paid
20081,default
23311,default
3418,fully_paid
18783,default
14212,fully_paid
2479,default
6748,default
26147,fully_paid
26268,default
7785,default
3719,default
4384,default
18089,default
10592,fully_paid
826,fully_paid
7715,fully_paid
14365,default
3641,fully_paid
17285,fully_paid
25117,default
12984,default
9667,fully_paid
11716,default
26138,fully_paid
24187,fully_paid
3048,default
14633,fully_paid
8923,default
21673,fully_paid
1534,fully_paid
9140,fully_paid
4938,default
2351,default
11479,default
13928,fully_paid
10288,default
19470,default
13468,fully_paid
20385,fully_paid
23218,fully_paid
812,fully_paid
8788,default
22066,fully_paid
10153,fully_paid
2297,default
357,fully_paid
18094,fully_paid
17812,fully_paid
25507,fully_paid
8056,fully_paid
9703,fully_paid
18166,default
9574,fully_paid
26310,default
18274,default
14766,default
22140,default
5436,fully_paid
15242,default
7710,default
11547,fully_paid
7231,fully_paid
16509,fully_paid
24011,default
4182,default
1631,fully_paid
3253,fully_paid
24568,fully_paid
16075,fully_paid
23224,default
16468,fully_paid
2656,fully_paid
18560,fully_paid
6756,default
25550,fully_paid
7032,fully_paid
22321,fully_paid
11353,default
10513,default
9348,fully_paid
4846,default
23125,fully_paid
22108,default
11383,fully_paid
17404,default
24111,fully_paid
11818,default
19720,fully_paid
26038,fully_paid
475,fully_paid
12570,default
11356,default
5132,fully_paid
2523,default
15192,default
23212,default
1816,default
8995,fully_paid
2747,default
24872,fully_paid
6681,fully_paid
6486,fully_paid
25338,fully_paid
17099,fully_paid
23083,default
22434,fully_paid
18436,fully_paid
24355,default
11292,default
22936,default
13728,fully_paid
14378,default
4215,default
3737,default
11459,default
14559,default
17371,fully_paid
21204,fully_paid
11439,default
9103,fully_paid
3530,fully_paid
25521,default
19329,default
7756,default
6698,default
24142,fully_paid
25723,default
12581,fully_paid
25471,default
8540,fully_paid
19264,fully_paid
21412,default
13591,fully_paid
3858,default
26198,default
1710,fully_paid
6703,fully_paid
17075,default
20104,default
23256,default
12014,fully_paid
13649,default
11496,default
11430,default
25273,default
14118,default
14968,fully_paid
1312,default
23151,fully_paid
5068,default
4070,default
11807,default
11745,default
16524,fully_paid
8542,fully_paid
6823,fully_paid
704,default
1677,fully_paid
16032,fully_paid
1899,fully_paid
16164,fully_paid
16013,fully_paid
21891,default
19893,default
23782,default
15836,default
12166,fully_paid
15246,fully_paid
11352,fully_paid
23412,default
951,default
5366,fully_paid
11239,fully_paid
11881,default
17489,default
9962,fully_paid
3743,default
24040,default
17130,fully_paid
14089,default
15858,default
14897,default
11587,fully_paid
23036,default
2114,default
11943,default
22984,fully_paid
9249,fully_paid
10140,default
24099,default
2734,default
2561,default
19964,default
4887,fully_paid
9521,default
575,default
10352,default
6218,fully_paid
15991,default
25810,fully_paid
10531,default
26201,default
6204,default
24698,fully_paid
10930,default
8429,default
17092,fully_paid
17503,fully_paid
5765,fully_paid
6835,fully_paid
4171,fully_paid
24510,default
19360,fully_paid
25681,default
17554,default
14504,default
16176,default
13090,default
2764,fully_paid
12411,default
20068,fully_paid
7924,default
2915,default
21365,default
16267,fully_paid
19549,fully_paid
22217,fully_paid
2062,default
24652,default
21279,default
10599,default
6665,default
5711,fully_paid
14954,default
2158,fully_paid
20332,fully_paid
26093,default
1456,fully_paid
5103,fully_paid
12129,default
15593,fully_paid
2783,fully_paid
9038,default
1550,fully_paid
3340,default
6327,fully_paid
3368,fully_paid
2987,fully_paid
22489,default
18658,default
10545,default
10160,fully_paid
24677,default
11733,fully_paid
14276,fully_paid
7793,default
16024,default
4458,fully_paid
14077,fully_paid
16178,default
20801,default
24738,fully_paid
7833,default
23752,fully_paid
12174,fully_paid
22963,default
9012,default
59,default
1753,fully_paid
11853,default
3840,default
18062,fully_paid
13582,default
10614,fully_paid
1920,fully_paid
21462,default
13433,default
16266,fully_paid
14070,default
3727,fully_paid
4278,fully_paid
21348,fully_paid
1564,fully_paid
18809,fully_paid
17891,default
25371,default
16841,fully_paid
19265,fully_paid
26337,default
7902,default
7397,fully_paid
5065,fully_paid
22907,fully_paid
5367,fully_paid
16834,fully_paid
18298,fully_paid
14252,default
20448,default
8492,default
22122,default
7644,default
7424,fully_paid
5883,default
16035,default
2741,default
19877,default
18222,default
14781,fully_paid
20697,fully_paid
8383,fully_paid
6722,fully_paid
4711,fully_paid
1979,fully_paid
6524,fully_paid
18834,default
9485,fully_paid
20337,fully_paid
9878,fully_paid
19294,fully_paid
18797,default
18332,default
5547,fully_paid
24083,default
10311,default
19337,fully_paid
25275,fully_paid
22384,default
221,default
10760,default
11055,fully_paid
18272,default
11844,fully_paid
6129,default
21862,default
26100,default
833,fully_paid
8184,default
68,fully_paid
2857,default
10924,default
8193,default
11054,fully_paid
9447,default
3713,default
24590,default
9715,default
16647,default
24777,fully_paid
24354,fully_paid
13234,default
20769,default
12349,default
335,default
24563,fully_paid
2269,fully_paid
21513,default
26016,default
9897,fully_paid
26046,default
21921,fully_paid
19234,fully_paid
11341,fully_paid
20991,fully_paid
21251,default
23119,fully_paid
14950,default
25708,default
20008,fully_paid
16926,default
608,default
23089,fully_paid
8096,fully_paid
1856,fully_paid
8562,default
22231,default
1449,default
3587,fully_paid
7314,default
15041,default
1121,default
6190,default
3810,default
622,fully_paid
2142,fully_paid
19107,default
21965,default
2452,default
19753,fully_paid
11284,default
16488,fully_paid
8862,fully_paid
23411,fully_paid
18485,default
11602,fully_paid
16448,default
3372,fully_paid
18050,default
7886,fully_paid
18123,default
9924,fully_paid
20168,fully_paid
6574,default
21406,fully_paid
24735,fully_paid
19480,default
14769,fully_paid
2141,fully_paid
25838,fully_paid
6573,fully_paid
6714,fully_paid
10565,fully_paid
15943,default
11693,default
22435,default
3034,fully_paid
3159,default
16354,fully_paid
1597,fully_paid
23995,default
20085,fully_paid
13664,fully_paid
9777,fully_paid
5330,default
9373,default
2154,default
4350,fully_paid
14195,fully_paid
14434,fully_paid
9709,default
14235,default
25864,default
4030,default
16560,fully_paid
20397,default
24691,fully_paid
13560,fully_paid
6944,fully_paid
19084,default
8847,default
13507,default
9948,fully_paid
7247,fully_paid
14899,default
21220,default
5836,fully_paid
6034,default
15714,default
9343,default
4984,fully_paid
22467,default
69,fully_paid
6001,fully_paid
22815,fully_paid
13148,fully_paid
21718,fully_paid
1232,fully_paid
3303,fully_paid
11138,default
10935,fully_paid
20252,default
4360,fully_paid
6527,fully_paid
17288,default
22697,fully_paid
7224,default
12638,default
1155,fully_paid
13322,default
7974,fully_paid
19418,default
25921,default
12932,fully_paid
10136,default
5239,default
7017,default
11258,default
22649,fully_paid
14464,fully_paid
15553,default
22522,fully_paid
2061,fully_paid
15094,fully_paid
5326,fully_paid
26031,default
19936,fully_paid
1565,default
24392,default
22762,default
10962,default
21476,default
5534,fully_paid
5543,fully_paid
6801,default
20044,default
21103,fully_paid
3438,default
784,default
21423,default
25522,fully_paid
23126,default
17020,default
5322,fully_paid
12614,fully_paid
8326,fully_paid
18841,fully_paid
25576,default
15795,default
3087,fully_paid
10916,fully_paid
21832,default
9977,fully_paid
5772,default
20879,default
9633,fully_paid
5916,default
4802,fully_paid
20205,fully_paid
4564,fully_paid
22365,fully_paid
12327,fully_paid
7359,fully_paid
18865,fully_paid
14466,fully_paid
24865,default
14607,fully_paid
2465,fully_paid
24198,default
12291,default
1838,fully_paid
24200,fully_paid
1421,fully_paid
4636,fully_paid
24793,default
16818,fully_paid
17920,default
18997,fully_paid
18662,fully_paid
14025,default
9339,default
13319,default
8659,default
5549,fully_paid
25058,fully_paid
25853,default
17632,fully_paid
10637,fully_paid
942,default
15741,fully_paid
15652,fully_paid
8926,default
14521,default
9232,fully_paid
4624,fully_paid
12220,default
14816,default
7803,fully_paid
9541,fully_paid
18731,fully_paid
18228,fully_paid
5999,default
18640,default
6484,default
23385,fully_paid
21798,default
117,fully_paid
11925,default
20056,default
5156,fully_paid
7194,default
11177,fully_paid
16252,fully_paid
19736,default
21070,fully_paid
195,default
21432,fully_paid
10999,fully_paid
12937,default
25936,default
8010,default
18135,default
24104,fully_paid
20278,fully_paid
26192,fully_paid
12664,fully_paid
12003,default
13546,default
22410,default
3190,fully_paid
18632,default
2996,fully_paid
6867,fully_paid
16336,default
23340,default
24505,default
12681,fully_paid
2988,fully_paid
25342,fully_paid
2805,default
8180,fully_paid
9039,fully_paid
21171,fully_paid
9088,fully_paid
16965,default
10729,default
11184,fully_paid
18754,fully_paid
22375,fully_paid
24958,fully_paid
20049,fully_paid
17030,default
26007,fully_paid
11225,default
24162,fully_paid
16222,fully_paid
10023,default
13663,default
13544,default
24860,default
24730,fully_paid
14536,default
10980,fully_paid
1596,default
16119,fully_paid
1128,fully_paid
4105,fully_paid
11884,default
24042,default
14812,default
16055,default
14062,default
21745,default
10371,default
10404,default
19656,default
11059,default
13366,default
8626,default
23805,default
8000,fully_paid
25562,fully_paid
15527,default
10527,default
24120,fully_paid
23177,fully_paid
7929,default
8400,fully_paid
15003,default
14734,default
1343,fully_paid
12518,fully_paid
20095,fully_paid
3677,fully_paid
22252,default
25631,default
4651,fully_paid
11841,fully_paid
9934,fully_paid
14787,fully_paid
9788,fully_paid
4223,default
2283,fully_paid
14604,default
7557,fully_paid
10073,fully_paid
980,fully_paid
14267,default
6106,fully_paid
10394,default
16653,default
2493,default
9741,fully_paid
6036,fully_paid
16998,default
21790,default
5929,fully_paid
15063,fully_paid
13436,default
11680,fully_paid
18778,fully_paid
6287,fully_paid
17612,fully_paid
9312,fully_paid
3375,default
17229,fully_paid
8600,default
175,fully_paid
8058,fully_paid
18708,default
2322,default
14497,fully_paid
20783,default
13405,default
25825,default
7523,fully_paid
21337,fully_paid
25607,default
23011,default
13988,default
20241,default
1590,fully_paid
10617,default
1537,fully_paid
2471,default
12374,default
2494,default
9697,fully_paid
14407,fully_paid
17481,fully_paid
4471,fully_paid
5071,default
8763,default
13162,fully_paid
25255,default
20838,fully_paid
5770,fully_paid
26374,default
2834,default
24800,fully_paid
5255,default
627,fully_paid
11347,default
9092,default
10996,default
19820,default
7941,fully_paid
11222,default
21501,fully_paid
7718,default
1455,fully_paid
15916,fully_paid
11588,default
14298,default
17337,default
15925,default
2841,default
14215,fully_paid
12475,default
15574,fully_paid
19080,fully_paid
20225,default
21632,fully_paid
13095,default
18573,fully_paid
2147,default
6075,fully_paid
14280,default
18703,default
14796,fully_paid
13831,fully_paid
3354,fully_paid
4610,fully_paid
4807,fully_paid
16824,default
12287,fully_paid
21115,fully_paid
7536,fully_paid
8536,default
2605,default
14827,default
25333,fully_paid
9759,default
392,fully_paid
14925,fully_paid
22926,default
9671,default
15683,fully_paid
12359,fully_paid
14887,default
1848,default
2585,fully_paid
14095,default
23124,fully_paid
7145,default
7042,fully_paid
11586,fully_paid
7722,default
26227,default
15362,default
24761,fully_paid
25905,fully_paid
6588,default
11359,fully_paid
18759,default
16417,default
7527,default
22752,default
14805,fully_paid
15516,fully_paid
12395,default
16654,fully_paid
18337,default
448,fully_paid
7386,default
12592,default
23347,fully_paid
10033,default
18962,fully_paid
3456,fully_paid
3757,default
16072,default
3967,fully_paid
1609,fully_paid
5206,default
16991,default
3753,fully_paid
15756,fully_paid
2496,default
3946,fully_paid
18311,fully_paid
16411,fully_paid
17334,default
22303,default
2892,fully_paid
26356,default
19658,default
14970,default
10272,default
6755,default
2201,fully_paid
3235,fully_paid
14109,fully_paid
11470,default
21558,fully_paid
9072,fully_paid
14213,default
16298,default
5334,default
10129,fully_paid
19833,fully_paid
22551,default
15474,fully_paid
19115,default
7075,default
7790,default
25850,fully_paid
23096,default
13688,default
10492,default
8669,fully_paid
16263,fully_paid
20404,default
14115,default
20580,fully_paid
7831,default
428,default
16583,fully_paid
20002,fully_paid
13689,fully_paid
17434,fully_paid
25649,fully_paid
11427,default
5787,default
1256,default
14552,default
10357,default
11644,fully_paid
7874,fully_paid
5837,default
2190,default
18666,fully_paid
4306,default
11621,default
8073,default
13306,fully_paid
16681,fully_paid
25494,default
8650,default
19830,default
18124,fully_paid
18782,fully_paid
10744,fully_paid
15812,fully_paid
25486,default
15021,default
21074,default
26119,default
897,default
1062,default
18857,default
20581,default
10169,fully_paid
2543,default
6808,fully_paid
19577,default
7796,fully_paid
23545,fully_paid
23928,default
19623,default
25110,default
17242,default
967,default
8882,default
10557,fully_paid
6259,fully_paid
4044,fully_paid
24840,default
16836,default
347,fully_paid
15875,fully_paid
3144,default
16663,default
6710,fully_paid
15136,default
7059,fully_paid
16184,fully_paid
19260,fully_paid
20445,default
14339,default
13517,default
22251,default
15640,default
3115,fully_paid
22533,default
6165,default
18811,default
15129,default
18721,default
25516,default
17635,fully_paid
11241,fully_paid
5120,fully_paid
10420,fully_paid
1499,fully_paid
3604,fully_paid
15647,default
4179,default
987,default
23106,fully_paid
13934,fully_paid
14765,default
1926,fully_paid
11269,fully_paid
4319,default
21679,fully_paid
8320,default
4976,fully_paid
4560,fully_paid
24776,default
21818,fully_paid
706,fully_paid
15749,fully_paid
13692,default
6565,fully_paid
20356,default
26378,default
1798,fully_paid
12503,default
14439,default
11969,default
3549,fully_paid
8225,default
17517,default
24236,fully_paid
7309,fully_paid
10400,fully_paid
7027,fully_paid
13190,default
914,default
19678,fully_paid
14738,fully_paid
8105,default
2174,default
22000,default
5828,fully_paid
23437,default
24305,default
13057,default
16291,fully_paid
16605,fully_paid
15295,fully_paid
2024,default
2903,fully_paid
6383,default
5788,fully_paid
1145,default
23352,default
3532,default
23424,default
2270,default
20883,default
5294,fully_paid
17196,fully_paid
20518,fully_paid
10615,fully_paid
753,default
18741,default
16808,default
25464,fully_paid
4616,fully_paid
22779,default
21389,default
23967,default
18692,fully_paid
12063,fully_paid
24879,fully_paid
5220,fully_paid
7200,fully_paid
20169,default
8557,fully_paid
4500,default
5273,default
6625,fully_paid
9760,fully_paid
15267,fully_paid
24598,default
1913,fully_paid
23010,fully_paid
14123,fully_paid
5998,default
16236,default
21760,fully_paid
13614,fully_paid
21263,fully_paid
8683,fully_paid
17011,fully_paid
4552,default
1782,fully_paid
13335,fully_paid
19257,fully_paid
16477,fully_paid
24283,fully_paid
12234,fully_paid
14076,fully_paid
18374,fully_paid
13791,fully_paid
22671,fully_paid
16251,default
12644,default
10200,fully_paid
16160,default
3439,default
13993,fully_paid
10596,fully_paid
19956,default
6200,default
19703,default
21860,default
8969,default
23436,default
2319,default
23213,fully_paid
11521,fully_paid
96,default
2533,default
2973,default
23286,fully_paid
7615,default
4465,fully_paid
21011,fully_paid
160,default
4064,fully_paid
14412,default
22185,fully_paid
5643,default
15755,fully_paid
12543,fully_paid
20693,default
15274,fully_paid
4527,default
3884,fully_paid
21023,default
9256,default
17820,default
6009,fully_paid
6304,fully_paid
10783,default
50,fully_paid
9371,default
5291,default
9644,default
20644,default
20610,fully_paid
14168,fully_paid
20618,default
23084,fully_paid
25564,default
703,default
22990,fully_paid
18821,fully_paid
556,fully_paid
24058,fully_paid
7120,default
9915,default
18133,default
7376,default
26249,fully_paid
12019,fully_paid
20937,fully_paid
12757,fully_paid
14304,default
13885,fully_paid
24696,fully_paid
2627,fully_paid
15538,default
26396,default
22003,fully_paid
18026,fully_paid
9783,default
2777,fully_paid
10163,default
5775,fully_paid
18585,fully_paid
17513,default
10281,fully_paid
4072,fully_paid
20629,fully_paid
24994,default
4475,default
21381,default
1217,fully_paid
14551,fully_paid
20593,fully_paid
2991,default
12782,fully_paid
6583,default
18002,fully_paid
9698,default
12935,fully_paid
13225,fully_paid
12351,fully_paid
5589,fully_paid
2677,fully_paid
24463,fully_paid
22284,fully_paid
11416,fully_paid
9877,default
15897,fully_paid
6960,default
19906,default
8061,fully_paid
3023,fully_paid
116,fully_paid
15473,fully_paid
2807,fully_paid
18477,fully_paid
19312,fully_paid
6475,fully_paid
6109,default
11934,default
24594,fully_paid
14639,fully_paid
14893,default
19684,default
11331,default
33,default
6074,default
1174,default
16073,default
24702,default
22763,default
24604,default
1822,default
14992,fully_paid
6719,default
10639,fully_paid
1458,fully_paid
14403,default
4050,fully_paid
9456,default
1959,fully_paid
5807,fully_paid
21552,fully_paid
19946,fully_paid
17320,fully_paid
19013,fully_paid
23959,default
18967,fully_paid
18812,fully_paid
13321,default
23927,default
8962,fully_paid
11831,fully_paid
13940,default
22841,fully_paid
17656,fully_paid
6942,default
7065,default
24724,fully_paid
1229,fully_paid
6552,default
20216,default
26092,fully_paid
25308,fully_paid
14883,fully_paid
927,default
11407,default
17527,fully_paid
4826,default
25510,default
14045,fully_paid
23952,fully_paid
1420,default
10680,fully_paid
